reviews,stars,dates
"  Chega de ficar digitando títulos .... a Alexa está me ouvindo e ajudando. Tenho acesso fácil a todos os apps. Baixei mais alguns apps de TV grátis. Usei em projetor, monitor de PC e TV antiga. Basta ter entrada HDMI. O controle de volume não funcionou em todos  e não o LIGA .... kkkk .... Só DESLIGA a TV. Pelo menos comigo não funcionou. Em tudo funcionou bem! Sem reclamações....... Tentei comprar outro Fire Stick TV pra minha outra casa, mas errei e acabei comprando só o controle. Não consigo devolver para o vendedor. Mas isso é outro detalhe.",5,2022-01-31
"  O aparelho me atende perfeitamente, porém acontece muitas vezes de congelar a tela e não ser possível fazer nada, ai eu preciso desligar da tomada para reiniciar o fire stick, outras vezes o audio deixa de sair do Echo Dot, e tenho que fazer a mesma coisa, também achei o sistema lento, para resposta, mas não sei dizer se é coisa da internet, fora isso, a integração com a Alexa é excelente e tem os meus principais aplicativos, até o HBO MAX que vc precisa comprar pelo site da amazon de graça.",4,2022-02-28
"  Poucas vezes fiquei tão satisfeito com uma compra. É incrível que um aparelho tão pequeno transforme de tal maneira uma TV. Diferente daquela tralha da google, esse é totalmente independente de celular. É muito bom tb poder dispensar o controle da tv e ficar so com o controle do fire, pois é facílimo reconhecer nas configuração. Além disso com algumas dicas vc consegue instalar praticamente qualquer aplicativo android nele.",5,2021-10-09
"  Ele e funcional e ajuda a baixar os apps, o controle e bom. A tela não achei fácil e interativa e a configuração achei difícil e demorada, são muitos passos e no final vc tem que vincular um cartão a conta pra poder baixar o app. Não achei legal ter que vincular cartão, caso contrário vc não pode baixar. A Alexa vc pede para procurar algo ela te leva para um lugar errado, ela e meio burra e na maioria das vezes não te leva para o lugar certo. Mais e funcional e consegui baixar o directv Go. A função do controle com volume e ligar e desligar a TV e útil.",5,2021-08-11
"  Produto é bom, funcuona bem com poucos apps, infelizmente seu amarmqzenamento é pequeno, para os usuários que desejam usar vários apps não recomendo, mas para aqueles que utilizam uma média pequena vai funcionar numa boa. Estou testando atualmente, Netflix, Amazon, MFC e YouTube.PS. Apenas terem mais cuidado com o produto em sua entrega, pois a caixa veio toda danificada e amassada.",5,2021-11-23
"  achei fantastico ja ""vir pre configurado com minha conta"" da amazon... dá até um medo kkkk mas achei um ponto meio triste, eu esperava que o controle ajustasse o volume via midia que esta reproduzindo mesmo, mas so consegui via infra-vermelho controlando minha televisao... pra alguns isso faz sentido, mas no meu caso, se minha TV nao for compativel com os codigos que ela suporta, simplesmente NAO POSSO controlar volume :-( ... meu xiaomi voltou pro lugar dele e coloquei no quarto como um mero aparelho secundario... :-(",4,2021-06-01
"  Comprei de presente para meu pai, que fez aniversário de 60 anos dia 5/10. Instalamos, até aí tudo bem, problema começou quando o controle parou de funcionar, somente funcionando com o controle da televisão, tem horas que apresentava travamentos e a experiência começou a ficar horrível. Tivemos que formatar pra ver se voltava ao normal, mas nada. Controle remoto totalmente bugado , cheguei trocar pilha , até funcionou uma vez mas depois parava de funcionar novamente. Já pedi devolução, vou ter que comprar uma tv box da Xiaomi, deve ser melhor eu acho.",1,2021-10-13
"  Adorei o produto, no entanto senti falta de ter o Globoplay instalado e não consegui configurar o controle de volume e o liga desliga para uma Tv CCE.Complementando: encontrei uma forma de instalar o globoplay, tem tutorial no YouTube ensinando, é relativamente simples e funciona.",5,2021-08-13
"  Prós: Excelente custo-benefício, muito rápido,  configuração muito rápida (puxa configurações da Alexa, se você já tiver e integra com a TV com facilidade), o controle é excelente (nem uso mais o da TV!), bastante conteúdo disponível, controla outros dispositivos da Alexa a partir pelo FireTV, vem com tudo o que precisa pra usar.Contras: não tem app da Globoplay (com bastante vontade, é possível acessar pelo navegador de internet nativo, mas dá trabalho), a Alexa do Echo não comanda o conteúdo do FireTV.",4,2022-01-25
  Pontos positivos:Integração com a alexia bem satisfatóriaFacilidade de usoReconhecimento automático da TV(ligar e deslisgar e volume)Pontos negativos:Interface um pouco confusa que prioriza conteúdos do PrimeImpossibilidade de modificar interface(a menos que baixa outro app),4,2021-12-07
"  Comprei esse produto há 4 meses, ele de fato entrega aquilo que propõe, tem diversos aplicativos e é fácil de usar. O único porém é a qualidade do controle remoto. Ele está apenas há 4 meses em uso e já parou de funcionar, testei diversas pilhas diferentes para testar se era esse o problema mas não era, o controle simplesmente parou de funcionar com 4 meses de uso. Eu estou bem decepcionada com isso, terei de gastar mais dinheiro por conta da má qualidade de um produto.",3,2022-01-29
"  Chegou antes do prazo. Super fácil de instalar e a conexão é bem rápida. A minha televisão era bem lenta pra acessar os App.Pra mim valeu muito à pena, e não tive nenhum problema de travamento. Deu tudo certinho.Pena que não tem Globoplay integrado, mas aí eu assisto pelo aplicativo da tb mesmo.Já o Alexa, não usei comando por voz, aí não posso avaliar.",5,2022-01-21
"  Estou usando o Fire TV Stick com controle remoto a mais de 2 meses, esperei para fazer essa avaliação para saber se realmente vale a pena recomendar para outras pessoas, e posso dizer que sim, vale muito a pena.Superou minhas expectativas, não tive problemas com esse aparelho durante esses 2 messes de uso, eu super recomendo para as pessoas que ainda possa estar com dúvidas sobre esse aparelho.Chegou antes do esperado, muito bem embalado, estou muito satisfeita com a compra.",5,2022-02-10
"  Facilidade para controlar a tv, ótima integração com o Prme Video, Netflix e YouTube.Gostei da fluidez dos vídeos, já que meu chromecast tem travado bastante durante as transmissões.Fácil instalação, intuitiva.Ainda vou exigir mais da Alexa mas, até agora, cumpriu todas as missões.Por enquanto muito satisfeito.",5,2021-05-10
"  0 integração com a alexa. Não funciona com o echo dot. Uma porcaria. A única coisa que a Alexa faz é ligar a TV e desligar a TV. Achei que meu filho fosse conseguir facilmente pedir à alexa para abrir aplicativos, ou até mesmo aumentar e diminuir o volume, que é o básico. Mas nem isso funciona. MUITO RUIM mesmo. A alexa manda entrar no aplicativo e olhar as skills de vídeo. Já tentei várias vezes pesquisar no app, mas aparece todos as marcas de televisão, e inúmeras outras skills, mas não existe uma still pro fire tv stick, que é da Amazon. Tem cabimento???",4,2021-09-04
"  Estou gostando muito. Acho que tem um bom tempo de resposta, mesmo em conexões à internet bem razoáveis. Uma pena que não é compatível com alguns dos principais streamings e é preciso muito improviso com outros apps para conseguir conectar a esses serviços.",4,2022-02-05
"  Dispositivo perfeito.  Facílimo de instalar,  controle remoto praticamente parea sozinho.  Acesso aos aplicativos sem problemas e Alexa traz funcionalidade e conforto na utilização.  Muito satisfeito com a compra, entrega rápida e produto de alta qualidade.",5,2021-11-29
  Na TV philco não funciona os botões de volume (+  - ) e tb não funcionou o botão de ligar e desligar.... resumindo tenho que desligar pelo aplicativo da casa inteligente ao invés de poder usar o controle.... decepcionado com o produto. Quem tiver TV philco NÃO COMPREM POIS NAO VAI FUNCIONAR,4,2021-12-06
"  O fire stick é ótimo para transformar a televisão sem acesso a internet em smart, trás vários aplicativos e também até jogos. Excelente custo benefício.Até o momento, único contra é no momento de ligar, ele é um pouco demorado, porém no máximo um minuto de espera até carregar tudo e já está funcionando tudo perfeitamente.",5,2022-02-04
"  A instalação é fácil e simples, porém a tela inicial deveria mostrar todos os apps instalados, e informações destes.O sistema deveria ser parecido com o seu principal concorrente, e disponibilizar todos os apps de streaming. Principalmente os mais populares, importantes e conhecidos.",4,2021-12-13
"  Eu comprei o produto e inicialmente estava tudo bem! Após 2 meses o produto fica com a tela piscando e atualmente liga por 10s e apaga! Já tentei formatar e agora tá apagando antes de selecionar o Wi-Fi!!(Até então eu tinha dado 1 estrela para o produto)Ele teve problema no adaptador, adicionei o comentário aqui e liguei para o suporte! A amazon entrou em contato comigo e me ajudaram com o problema! Agora estou satisfeito pois meu problema esta resolvido e vou continuar a usar o produto!",5,2021-10-28
"  Ao instalar meu fire stick, inicialmente, não encontrava o Star+. Foi necessário contatar o suporte para uma atualização em minha conta, bem como várias solicitações de verificação de atualização do dispositivo. Mas sim, é compatível com o Star+ e Disney+.",5,2021-12-01
  Produto não é compatível com novas plataformas de streaming ex. globoplay e HBOmax,1,2021-07-14
"  Eficiente na sua proposta, coloca o Chromecast no chinelo, pois toda a funcionalidade da TV fica no controle. É muito estável com qualquer conexão WiFi, o que também é uma vantagem com o concorrente que, do nada, cai.O controle é outro destaque: pequeno, bonito, funcional e intuitivo.A Alexa é um pouco perdida, mas atende aos comando básicos de desligar, alterar volume e acessar o Prime. No demais, se perde e te joga em coisas sem qualquer relação com a pesquisa.",5,2021-11-25
"  Minha tv LG estragou o receptor do sinal de wifi e ao invés de mandar arrumar ou trocar de tv comprei o Fire tv. Foi o melhor investimento que fiz, o material é bom, veio rápido, preço justo, a internet funciona de forma fluída nele, a Alexa faz tudo o que pedimos sem dificuldade. É surpreendente o produto, podem comprar sem medo. ps::: Caso sua internet esteja ruim no momento da instalação e por acaso o produto travar é só retirar esperar meia hora e depois tentar de novo. Muito bom, recomendadíssimo.",5,2021-12-02
"  Chegou rápido, fácil de instalar e tudo. Só que trava e as falas ficam atrasadas constantemente. O único jeito é reiniciar umas quantas vezes o aparelho. Parece produto pirata... Não adianta de nada o suporte da Amazon para esse problema. Só vale pra quem não tem condições mesmo de trocar uma tv comum por uma smart...",2,2022-01-23
"  Antes de ter o fire stick, estava usando um TV box com android. A diferença é imensa: o sistema do fire stick parece muito mais fluido e bem adaptado, e até agora não tivemos engasgos e travamentos durante o uso. Claro que ele é menos customizável do que um box, mas achei que a relação custo benefício compensou em muito, pelo menos para o nosso uso (basicamente para usar sistemas de streaming como Funimation, Netflix e Prime).",5,2021-06-06
"  O Produto é muito bom, facil de instalar e prático no uso, porém parou de funcionar com apenas 2 meses de uso.Assisti uma série pela manhã e desliguei a tv como de costume, a tarde quando fui ligar novamente o produto não funcionava maistentei retirar da tomada como dizem pra fazer, reiniciar pelo controle, tudo que era possivel fazer, mas fica em tela preta.pra minha surpresa, a devolução ou troca venceu a 5 dias...Ou seja perdi o aparelho e meu dinheiro.----------NÃO RECOMENDO A COMPRA----------",3,2022-02-05
"  Chegou bem embalado (com um pequeno amassado na caixa, mas nada grave), até agora tem funcionado perfeitamente, não tive problemas para instalar e configurar (mas uma pessoa menos habituada com tecnologia poderia ter um pouco de dificuldade). Ótimo produto, recomendo.",5,2022-01-27
